                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.9685,                 4.5715,                 1.7305,                0.02165,                0.11111,                0.01402,                0.00453,                 2.0377,                 4.0416,                 1.9546,              3.334e-05,              3.334e-05,              3.334e-05
                      1,                 2.2153,                 4.3325,                 1.8915,                0.03054,                0.08333,                0.01714,                0.00486,                 2.0473,                 4.0461,                 1.9605,             8.2525e-05,             8.2525e-05,             8.2525e-05
